oid,filter,mjd,mag,magerr,clrcoeff,ref,ref_err
641216100035134,zr,60118.37417,17.14249,0.019838177,0.08587763,21.151,0.081
641116100063310,zg,60118.4177,16.530731,0.01718011,-0.044570606,21.915,0.177
641216100035134,zr,60120.40897,17.145113,0.019857125,0.08813715,21.151,0.081
641116100063310,zg,60120.4229,16.561974,0.017301206,-0.05971245,21.915,0.177
641116100063310,zg,60122.43912,16.571882,0.01734025,-0.051539436,21.915,0.177
641216100035134,zr,60122.4459,17.13218,0.019764131,0.09329766,21.151,0.081
641216100035134,zr,60124.42472,17.141708,0.019832537,0.092922434,21.151,0.081
641116100063310,zg,60124.48785,16.593197,0.0174253,-0.04979262,21.915,0.177
641116100063310,zg,60133.33603,16.606138,0.017477658,-0.06077872,21.915,0.177
641216100035134,zr,60133.3836,17.224995,0.020456638,0.08832616,21.151,0.081
641116100063310,zg,60135.32761,16.64114,0.017622028,-0.07029198,21.915,0.177
641216100035134,zr,60135.43908,17.2266,0.020469144,0.08299045,21.151,0.081
641216100035134,zr,60137.41898,17.19918,0.020258086,0.087873556,21.151,0.081
641216100035134,zr,60139.36225,17.245953,0.020621333,0.08284461,21.151,0.081
641116100063310,zg,60139.43012,16.619474,0.017532183,-0.06324018,21.915,0.177
641116100063310,zg,60141.29941,16.621052,0.017538672,-0.04142122,21.915,0.177
641216100035134,zr,60143.38197,17.25663,0.02070646,0.07751257,21.151,0.081
641116100063310,zg,60143.42967,16.621243,0.017539456,-0.064877674,21.915,0.177
641216100035134,zr,60145.31291,17.247883,0.020636657,0.08621696,21.151,0.081
641116100063310,zg,60145.34993,16.682468,0.017797844,-0.06854576,21.915,0.177
641116100063310,zg,60147.40987,16.681768,0.01779482,-0.09676246,21.915,0.177
641216100035134,zr,60147.45293,17.260757,0.020739587,0.08541355,21.151,0.081
641116100063310,zg,60149.36684,16.626482,0.01756107,-0.045665096,21.915,0.177
641216100035134,zr,60149.40766,17.254932,0.020692872,0.0842482,21.151,0.081
641216100035134,zr,60151.401,17.269135,0.020807214,0.08533127,21.151,0.081
641116100063310,zg,60151.45586,16.676304,0.017771248,-0.07496882,21.915,0.177
641116100063310,zg,60156.32906,16.711256,0.017923845,-0.05065479,21.915,0.177
641216100035134,zr,60156.36074,17.230492,0.020499527,0.08764811,21.151,0.081
641216100035134,zr,60160.28449,17.29399,0.021010935,0.08732846,21.151,0.081
641116100063310,zg,60160.30174,16.723362,0.017977718,-0.062796436,21.915,0.177
641216100035134,zr,60162.34518,17.290176,0.02097938,0.08933742,21.151,0.081
641116100063310,zg,60162.36221,16.728676,0.018001536,-0.07012939,21.915,0.177
641216100035134,zr,60169.33744,17.32822,0.021299182,0.08375877,21.151,0.081
641116100063310,zg,60169.37365,16.730438,0.018009456,-0.066676095,21.915,0.177
641216100035134,zr,60171.27208,17.319283,0.021223048,0.09300658,21.151,0.081
641116100063310,zg,60171.34308,16.727917,0.017998127,-0.062011436,21.915,0.177
641216100035134,zr,60173.31589,17.314095,0.02117914,0.09062366,21.151,0.081
641116100063310,zg,60180.27272,16.826355,0.018458258,-0.078612365,21.915,0.177
641116100063310,zg,60182.24937,16.77148,0.018197194,-0.066372104,21.915,0.177
641216100035134,zr,60182.30416,17.384106,0.021789523,0.082365274,21.151,0.081
641116100063310,zg,60184.23541,16.805723,0.018358724,-0.057266694,21.915,0.177
641216100035134,zr,60184.32024,17.370596,0.021668691,0.082898006,21.151,0.081
641116100063310,zg,60186.19809,16.791855,0.018292757,-0.06425138,21.915,0.177
641216100035134,zr,60186.23594,17.388317,0.021827497,0.08943623,21.151,0.081
641216100035134,zr,60191.18566,17.406525,0.021993335,0.089650415,21.151,0.081
641116100063310,zg,60191.29144,16.817883,0.018417181,-0.06676934,21.915,0.177
641116100063310,zg,60193.25184,16.79343,0.018300215,-0.046720915,21.915,0.177
641216100035134,zr,60193.29563,17.38441,0.02179227,0.08154212,21.151,0.081
641216100035134,zr,60195.28568,17.421093,0.022128025,0.09067213,21.151,0.081
641116100063310,zg,60195.33313,16.807743,0.018368391,-0.04830362,21.915,0.177
641216100035134,zr,60198.26977,17.411676,0.022040766,0.086173385,21.151,0.081
641216100035134,zr,60201.19036,17.424156,0.022156578,0.08640211,21.151,0.081
641116100063310,zg,60203.27068,16.851475,0.01858175,-0.055134878,21.915,0.177
641216100035134,zr,60203.39383,17.405878,0.021987403,0.09074764,21.151,0.081
641216100035134,zr,60205.20958,17.45303,0.022429593,0.08593344,21.151,0.081
641116100063310,zg,60205.26558,16.865849,0.018653564,-0.06330519,21.915,0.177
641216100035134,zr,60207.174,17.433863,0.022247555,0.08704379,21.151,0.081
641116100063310,zg,60207.2248,16.868082,0.018664803,-0.06457326,21.915,0.177
641216100035134,zr,60211.154,17.434868,0.022257023,0.08884242,21.151,0.081
641116100063310,zg,60211.22433,16.898102,0.01881785,-0.062171698,21.915,0.177
641116100063310,zg,60213.16293,16.87355,0.0186924,-0.08542971,21.915,0.177
641216100035134,zr,60213.18986,17.451412,0.022414109,0.09081545,21.151,0.081
641116100063310,zg,60215.18201,16.8891,0.018771552,-0.053755775,21.915,0.177
641216100035134,zr,60215.23856,17.458244,0.022479666,0.0870347,21.151,0.081
641116100063310,zg,60217.13528,16.873217,0.01869071,-0.054222982,21.915,0.177
641216100035134,zr,60217.1549,17.459785,0.02249451,0.08602547,21.151,0.081
641116100063310,zg,60221.20807,16.927906,0.018973602,-0.067750596,21.915,0.177
641216100035134,zr,60221.21832,17.497927,0.022868559,0.083793186,21.151,0.081
641116100063310,zg,60223.15182,16.942749,0.01905261,-0.07739869,21.915,0.177
641216100035134,zr,60223.1965,17.505924,0.022948643,0.087085724,21.151,0.081
641116100063310,zg,60226.20207,16.951294,0.019098537,-0.068297304,21.915,0.177
641216100035134,zr,60226.21761,17.496948,0.022858799,0.08778182,21.151,0.081
641216100035134,zr,60228.16277,17.57114,0.02362371,0.09636927,21.151,0.081
641116100063310,zg,60228.22677,16.931995,0.01899527,-0.08089754,21.915,0.177
641216100035134,zr,60231.15921,17.489958,0.022789335,0.0925499,21.151,0.081
641116100063310,zg,60231.18504,16.935583,0.019014345,-0.059814982,21.915,0.177
641216100035134,zr,60233.15627,17.504616,0.022935499,0.09116527,21.151,0.081
641116100063310,zg,60233.20373,16.954681,0.01911684,-0.068452604,21.915,0.177
641216100035134,zr,60235.13982,17.536358,0.023258721,0.09402631,21.151,0.081
641116100063310,zg,60235.17929,16.940708,0.01904169,-0.059322454,21.915,0.177
641216100035134,zr,60237.16743,17.493841,0.022827877,0.08830758,21.151,0.081
641116100063310,zg,60237.22206,16.937424,0.019024152,-0.04877947,21.915,0.177
641216100035134,zr,60239.13339,17.54602,0.023358976,0.08504941,21.151,0.081
641116100063310,zg,60239.18123,16.958012,0.019134874,-0.0670485,21.915,0.177
641116100063310,zg,60242.16531,17.016953,0.019462531,-0.07974841,21.915,0.177
641116100063310,zg,60245.13615,16.985119,0.019283578,-0.06957844,21.915,0.177
641216100035134,zr,60245.20472,17.567537,0.023585377,0.089487605,21.151,0.081
641116100063310,zg,60247.11853,16.988247,0.019300953,-0.05087202,21.915,0.177
641216100035134,zr,60247.14643,17.57735,0.023690097,0.09129792,21.151,0.081
641116100063310,zg,60249.13627,17.026781,0.019518742,-0.06753959,21.915,0.177
641216100035134,zr,60249.17391,17.560158,0.023507226,0.08553125,21.151,0.081
641116100063310,zg,60251.12384,16.997442,0.019352289,-0.05616243,21.915,0.177
641216100035134,zr,60251.18398,17.550728,0.023408134,0.090476245,21.151,0.081
641216100035134,zr,60253.14372,17.622593,0.024185032,0.080418125,21.151,0.081
641116100063310,zg,60253.19476,16.976463,0.01923573,-0.05394441,21.915,0.177
641116100063310,zg,60255.12381,16.988842,0.01930426,-0.06434046,21.915,0.177
641216100035134,zr,60255.14436,17.54889,0.0233889,0.08903797,21.151,0.081
641216100035134,zr,60258.1189,17.588707,0.023812436,0.08761855,21.151,0.081
641116100063310,zg,60258.15069,17.000793,0.019371096,-0.061211552,21.915,0.177
641216100035134,zr,60260.12053,17.629112,0.024258014,0.08373262,21.151,0.081
641116100063310,zg,60260.15433,17.034676,0.019564236,-0.06679788,21.915,0.177
641116100063310,zg,60262.15315,17.017845,0.019467615,-0.06217565,21.915,0.177
641216100035134,zr,60268.1319,17.58765,0.023801006,0.09089131,21.151,0.081
641116100063310,zg,60268.18072,17.06561,0.019745398,-0.046297982,21.915,0.177
641216100035134,zr,60285.14102,17.681232,0.024857195,0.09381812,21.151,0.081
641216100035134,zr,60288.16155,17.881214,0.027433384,0.10177568,21.151,0.081
641116100063310,zg,60290.11915,17.087852,0.019878574,-0.0554272,21.915,0.177
641216100035134,zr,60290.15567,17.640774,0.02438966,0.09034085,21.151,0.081
1685207200024460,zr,60351.54901,17.790527,0.026180744,0.1236721,21.254,0.091
1685207200024460,zr,60351.54948,17.767551,0.025864536,0.12526481,21.254,0.091
1685207200024460,zr,60351.54996,17.803764,0.026365945,0.11329247,21.254,0.091
1685207200024460,zr,60352.5496,17.843105,0.026929662,0.13148634,21.254,0.091
1685207200024460,zr,60353.54825,17.744146,0.025549125,0.110992216,21.254,0.091
1685207200024460,zr,60353.54872,17.767502,0.025863854,0.1092491,21.254,0.091
1685207200024460,zr,60353.54919,17.775215,0.025969267,0.111973144,21.254,0.091
641216100035134,zr,60354.55352,17.759258,0.025808105,0.10594612,21.151,0.081
641216100035134,zr,60354.55398,17.80952,0.026456662,0.10044542,21.151,0.081
641216100035134,zr,60354.55445,17.813484,0.026509052,0.0988363,21.151,0.081
641216100035134,zr,60355.55554,17.837788,0.026834352,0.106462196,21.151,0.081
641216100035134,zr,60355.55601,17.813385,0.026507743,0.10218815,21.151,0.081
641216100035134,zr,60355.55649,17.913746,0.027897459,0.10322745,21.151,0.081
641216100035134,zr,60356.55689,17.807781,0.026433732,0.0910694,21.151,0.081
641216100035134,zr,60356.55737,17.831165,0.026745018,0.09193092,21.151,0.081
641216100035134,zr,60356.55784,17.789745,0.026198016,0.10161217,21.151,0.081
641216100035134,zr,60357.55317,17.811329,0.02648054,0.09580223,21.151,0.081
641216100035134,zr,60357.55365,17.785278,0.026140224,0.091109894,21.151,0.081
641216100035134,zr,60357.55411,17.809725,0.026459351,0.09629802,21.151,0.081
641116100063310,zg,60390.49506,17.3641,0.02175759,-0.04782526,21.915,0.177
641116100063310,zg,60403.46916,17.460522,0.022523671,-0.042089727,21.915,0.177
641216100035134,zr,60403.51812,17.954414,0.028496724,0.09425937,21.151,0.081
641116100063310,zg,60407.46635,17.454838,0.022476755,-0.049716678,21.915,0.177
641216100035134,zr,60407.48703,17.917755,0.027955597,0.097571544,21.151,0.081
641216100035134,zr,60422.40686,17.997093,0.02914912,0.09600165,21.151,0.081
641116100063310,zg,60422.47708,17.52246,0.023049919,-0.06042828,21.915,0.177
641116100063310,zg,60428.44412,17.53297,0.02314199,-0.058483686,21.915,0.177
641216100035134,zr,60428.46539,17.962128,0.028612819,0.090299726,21.151,0.081
641216100035134,zr,60430.45609,18.009537,0.029344007,0.090989314,21.151,0.081
641216100035134,zr,60433.44765,17.97147,0.028754499,0.09354795,21.151,0.081
641116100063310,zg,60433.47785,17.552305,0.023313545,-0.08581645,21.915,0.177
641216100035134,zr,60443.38464,17.945312,0.028360717,0.096015,21.151,0.081
641116100063310,zg,60443.45101,17.5879,0.02363685,-0.08747986,21.915,0.177
641116100063310,zg,60446.42295,17.598438,0.023734463,-0.07864328,21.915,0.177
641216100035134,zr,60446.45536,17.988361,0.029013637,0.08727069,21.151,0.081
641216100035134,zr,60449.38366,18.010262,0.029355424,0.09420513,21.151,0.081
641116100063310,zg,60449.44562,17.584103,0.023601895,-0.07479625,21.915,0.177
641216100035134,zr,60451.38417,18.005508,0.029280672,0.09097335,21.151,0.081
641116100063310,zg,60451.43658,17.619614,0.023933275,-0.06084017,21.915,0.177
641216100035134,zr,60455.39075,18.02723,0.02962477,0.1042486,21.151,0.081
641216100035134,zr,60458.38753,18.028965,0.029652549,0.09153429,21.151,0.081
641116100063310,zg,60458.42557,17.608353,0.023827104,-0.061752815,21.915,0.177
641216100035134,zr,60460.39117,18.020561,0.02951845,0.087920375,21.151,0.081
641116100063310,zg,60460.4259,17.637592,0.024104921,-0.072261184,21.915,0.177
641216100035134,zr,60463.41002,18.035515,0.029757775,0.08476169,21.151,0.081
641116100063310,zg,60463.44809,17.655289,0.024276456,-0.0750605,21.915,0.177
641216100035134,zr,60469.40496,18.071747,0.03035082,0.082655035,21.151,0.081
641116100063310,zg,60469.44222,17.653637,0.024260331,-0.06573615,21.915,0.177
641216100035134,zr,60471.37223,18.053978,0.030057633,0.08924005,21.151,0.081
641116100063310,zg,60471.41483,17.63847,0.024113365,-0.07283001,21.915,0.177
641216100035134,zr,60473.40367,18.089779,0.030653067,0.07861642,21.151,0.081
641116100063310,zg,60473.44262,17.7014,0.024735782,-0.06683489,21.915,0.177
641116100063310,zg,60476.38327,17.68396,0.024559926,-0.062207803,21.915,0.177
641216100035134,zr,60476.45854,18.073547,0.030380797,0.09149707,21.151,0.081
641216100035134,zr,60479.36494,18.077362,0.030444438,0.09082459,21.151,0.081
641116100063310,zg,60479.46147,17.672558,0.024446359,-0.04746202,21.915,0.177
641216100035134,zr,60482.362,18.059006,0.030140119,0.09279164,21.151,0.081
641116100063310,zg,60482.42215,17.6787,0.024507394,-0.0527735,21.915,0.177
641216100035134,zr,60484.34829,18.083086,0.03054032,0.08809324,21.151,0.081
641116100063310,zg,60484.39881,17.654346,0.024267253,-0.06508529,21.915,0.177
641216100035134,zr,60487.4119,18.134087,0.031416237,0.075518854,21.151,0.081
641216100035134,zr,60489.36512,18.07022,0.030325461,0.087375835,21.151,0.081
641116100063310,zg,60489.44242,17.738888,0.025122758,-0.07321116,21.915,0.177
641216100035134,zr,60491.41767,18.091652,0.030684732,0.091379926,21.151,0.081
641116100063310,zg,60491.46012,17.726997,0.024998665,-0.065585285,21.915,0.177
641216100035134,zr,60500.38319,18.14713,0.03164654,0.08573055,21.151,0.081
641116100063310,zg,60500.42439,17.715235,0.02487715,-0.07226386,21.915,0.177
641216100035134,zr,60503.3847,18.111675,0.031026535,0.095437475,21.151,0.081
641216100035134,zr,60505.38397,18.186808,0.03236351,0.083699845,21.151,0.081
641216100035134,zr,60508.32322,18.121252,0.031192116,0.08388129,21.151,0.081
641216100035134,zr,60510.3582,18.131481,0.03137053,0.08471476,21.151,0.081
641116100063310,zg,60510.39726,17.749176,0.02523114,-0.0616829,21.915,0.177
641116100063310,zg,60515.33676,17.818167,0.0259831,-0.09982062,21.915,0.177
641216100035134,zr,60515.40821,18.20169,0.032638874,0.08852733,21.151,0.081
641216100035134,zr,60518.30189,18.181797,0.03227161,0.089955114,21.151,0.081
641116100063310,zg,60518.38968,17.789688,0.025667317,-0.068947695,21.915,0.177
641116100063310,zg,60520.33583,17.78373,0.02560222,-0.07817412,21.915,0.177
641216100035134,zr,60520.36489,18.18009,0.03224039,0.08646233,21.151,0.081
641216100035134,zr,60522.28587,18.220089,0.032984227,0.08364314,21.151,0.081
641116100063310,zg,60522.33242,17.783604,0.025600841,-0.06060595,21.915,0.177
641116100063310,zg,60525.23817,17.763596,0.025384663,-0.059921656,21.915,0.177
641216100035134,zr,60525.28058,18.143898,0.031589247,0.08930756,21.151,0.081
641216100035134,zr,60527.26142,18.160656,0.03188821,0.09392404,21.151,0.081
641116100063310,zg,60527.33495,17.804193,0.025827197,-0.06749741,21.915,0.177
641216100035134,zr,60529.29156,18.238384,0.03333312,0.08709676,21.151,0.081
641116100063310,zg,60529.30504,17.794697,0.025722304,-0.06371518,21.915,0.177
641216100035134,zr,60531.27914,18.17838,0.032209147,0.09326282,21.151,0.081
641116100063310,zg,60531.30124,17.822342,0.026030041,-0.08601124,21.915,0.177
641216100035134,zr,60535.29603,18.214327,0.03287547,0.07934533,21.151,0.081
641116100063310,zg,60535.32432,17.813354,0.0259292,-0.043146446,21.915,0.177
641216100035134,zr,60537.30323,18.222967,0.03303874,0.081465736,21.151,0.081
641116100063310,zg,60537.34241,17.830894,0.026126739,-0.06475067,21.915,0.177
641216100035134,zr,60539.30744,18.09643,0.030765748,0.09134527,21.151,0.081
641216100035134,zr,60543.29621,18.23145,0.033200208,0.089012854,21.151,0.081
641116100063310,zg,60543.3158,17.803555,0.025820114,-0.05238341,21.915,0.177
641216100035134,zr,60545.26157,18.256296,0.03368008,0.08854075,21.151,0.081
641116100063310,zg,60545.32615,17.894358,0.026866702,-0.0695684,21.915,0.177
641116100063310,zg,60547.30053,17.856594,0.02642156,-0.053630784,21.915,0.177
641216100035134,zr,60547.41786,18.241127,0.03338591,0.09005553,21.151,0.081
641116100063310,zg,60549.30226,17.838478,0.026213057,-0.054592606,21.915,0.177
641216100035134,zr,60549.35589,18.213177,0.032853823,0.080566496,21.151,0.081
641216100035134,zr,60551.25376,18.195848,0.032530356,0.08882715,21.151,0.081
641116100063310,zg,60551.28402,17.840975,0.02624161,-0.06119995,21.915,0.177
641116100063310,zg,60553.32606,17.863873,0.026506249,-0.068064764,21.915,0.177
641216100035134,zr,60553.37058,18.288134,0.03431021,0.08844098,21.151,0.081
641216100035134,zr,60556.24341,18.265852,0.03386739,0.08549107,21.151,0.081
641116100063310,zg,60556.26951,17.874329,0.026628824,-0.052277666,21.915,0.177
641116100063310,zg,60558.28327,17.933666,0.027345588,-0.075333014,21.915,0.177
641216100035134,zr,60558.30289,18.228025,0.033134885,0.082853876,21.151,0.081
641116100063310,zg,60562.23262,17.877039,0.026660768,-0.04269712,21.915,0.177
641216100035134,zr,60562.3368,18.24435,0.0334481,0.0901603,21.151,0.081
641116100063310,zg,60564.26939,17.884491,0.026749017,-0.078530885,21.915,0.177
641216100035134,zr,60566.20996,18.23891,0.033343233,0.09310592,21.151,0.081
641216100035134,zr,60569.19371,18.21816,0.03294776,0.091609314,21.151,0.081
641216100035134,zr,60572.19346,18.3202,0.03496253,0.08205805,21.151,0.081
641116100063310,zg,60572.37772,17.876207,0.026650965,-0.034444973,21.915,0.177
641216100035134,zr,60579.23833,18.338274,0.035338186,0.08716628,21.151,0.081
641116100063310,zg,60579.28774,17.89458,0.026869386,-0.058278795,21.915,0.177
641116100063310,zg,60591.21012,17.95708,0.027638571,-0.055845182,21.915,0.177
641216100035134,zr,60593.1927,18.271025,0.03396945,0.0871974,21.151,0.081
641116100063310,zg,60593.24079,17.96851,0.027783735,-0.05515341,21.915,0.177
641116100063310,zg,60595.14822,17.960632,0.027683536,-0.055222824,21.915,0.177
641216100035134,zr,60595.20308,18.310154,0.034756232,0.08887564,21.151,0.081
641216100035134,zr,60597.14516,18.292362,0.034395203,0.08645891,21.151,0.081
641116100063310,zg,60597.19608,18.03756,0.028691527,-0.069150165,21.915,0.177
641216100035134,zr,60599.32947,18.288166,0.034310855,0.09280177,21.151,0.081
641116100063310,zg,60602.24214,17.952343,0.027578816,-0.051680926,21.915,0.177
641116100063310,zg,60604.13722,17.989952,0.028059924,-0.060154337,21.915,0.177
641216100035134,zr,60604.18654,18.331493,0.03519657,0.09481514,21.151,0.081
641216100035134,zr,60606.15228,18.325611,0.035074387,0.08658727,21.151,0.081
641116100063310,zg,60606.18354,17.980284,0.027934754,-0.06712642,21.915,0.177
641216100035134,zr,60608.16668,18.286457,0.034276582,0.09091786,21.151,0.081
641116100063310,zg,60610.14274,18.033955,0.028642798,-0.06376305,21.915,0.177
641216100035134,zr,60610.16609,18.379227,0.036211204,0.09770824,21.151,0.081
